-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364	-0.02558525637900364
4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5	4.795960921294043e-5
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6	4.136095432196923e6
-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375	-54784.506426329375
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745	1254.0894535443745
-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814	-2.3507929418059814
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6	2.028046019056302e6
-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531	-26862.41214334531
Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762	614.9159673644762
-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495	-1.15266108952495
-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6	-1.4481837300847762e6
19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066	19181.866610170066
-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504	-439.09817180625504
0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489	0.8230903147496489
